cliente_id,cnpj,razao_social,segmento,cidade,uf,bairro,data_cadastro,ativo
745,91406884133373,Mecânica Rota ME,Oficina mecânica,Goiânia,GO,Pinheiros,2024-03-03,S
746,17.032.119/2061-36,Auto Peças Central LTDA ME,Oficina mecânica,Brasília,DF,Ipanema,2023-05-03,S
747,37184449029502,Mecânica Fortaleza EIRELI,Autopeças independente,Curitiba,PR,Jardins,2022-06-14,S
748,41.678.127/7822-10,Loja Guará ME,Auto center,Curitiba,PR,Meireles,2023-10-07,S
749, 29857973638318 ,Auto Elétrica Diamante EIRELI,Oficina mecânica,Recife,PE,Aldeota,05/09/2023,S
750,79866177067368,Importadora Roda Livre LTDA ME,Autopeças independente,São Paulo,SP,Moema,2023-11-06,S
751,23552165058714,Comercial Bandeirante ME,Retífica de motores,Belo Horizonte,MG,Batel,2022-05-26,S
752, 79089843699848 ,Importadora Nacional LTDA,Concessionária,Recife,PE,Barra,2024-07-30,S
753,69.484.249/5988-11,Comércio de Peças Bosch Car LTDA ME,Auto center,Brasília,DF,Boa Viagem,2023-01-30,S
754,67673820974619,Casa das Peças Anhanguera S/A,Auto center,Brasília,DF,Higienópolis,2024-04-24,S
755,96872258937085,Casa das Peças Bandeirante ME,Concessionária,Goiânia,GO,Asa Sul,2026-06-21,S
756,56.695.790/0124-82,Importadora Cruzeiro S/A,E-commerce de peças,Campinas,SP,Pinheiros,2022-10-01,S
757,94232894633891,Auto Parts Turbo ME,E-commerce de peças,Salvador,BA,Cambuí,2022-10-06,S
758,25629269335895,Comércio de Peças Master EIRELI,Retífica de motores,Fortaleza,CE,Pituba,2026-01-30,S
759,85.095.744/3034-91,Comércio de Peças Brasil S/A,Retífica de motores,Recife,PE,Jardins,2021-10-18,S
760,59340153641547,Loja Real ME,Oficina mecânica,Manaus,AM,Ipanema,2024-01-25,S
761,67.813.675/0094-21,Comércio de Peças Real ME,Retífica de motores,Curitiba,PR,Bela Vista,2023-01-30,S
762,98780927045238,Casa das Peças Nacional ME,Oficina mecânica,Rio de Janeiro,RJ,Higienópolis,2021-09-19,S
763,60598678744227,Centro Automotivo Prime EIRELI,E-commerce de peças,Recife,PE,Vila Madalena,2022-10-11,S
764,94282491165020,Loja Econômica S/A,Oficina mecânica,Salvador,BA,Barra,2025-07-12,N
765,21.551.305/5708-36,Rede União EIRELI,Retífica de motores,Curitiba,PR,Bela Vista,2021-07-22,S
766,99727367746202,Auto Elétrica Central ME,Concessionária,Recife,PE,Moema,13/08/2022,S
767,81.231.239/2049-10,Comércio de Peças Vitória LTDA ME,Retífica de motores,Belo Horizonte,MG,Boa Viagem,2022-07-22,S
768,75082768172257,Importadora União EIRELI,Oficina mecânica,Brasília,DF,Pinheiros,2022-01-25,S
769,05291876831608,Centro Automotivo Cruzeiro ME,Retífica de motores,Goiânia,GO,Meireles,2023-08-26,S
770,39920522299936,Auto Elétrica Garra LTDA,Rede de autopeças,Manaus,AM,Barra,2023-09-17,S
771, 32553983584461 ,RETÍFICA RODOVIA ME,Auto center,Belo Horizonte,MG,Pinheiros,2021-12-05,S
772,95.449.791/2799-70,AUTO PARTS MARAJÓ LTDA,Auto center,São Paulo,SP,Aldeota,2023-08-16,S
773,13.752.988/3220-12,Auto Elétrica Paulista ME,Autopeças independente,Fortaleza,CE,Jardins,2022-08-17,S
774,79.788.897/5358-52,REDE CRUZEIRO ME,Rede de autopeças,Brasília,DF,Setor Bueno,06/05/2023,S
775,19.951.715/2391-02,Peças e Serviços Prime LTDA,Oficina mecânica,Recife,PE,Pituba,2026-04-24,S
776, 83093096713971 ,Casa das Peças Marajó LTDA,Concessionária,Manaus,AM,Savassi,20/10/2024,S
777,76720191116612,Retífica Roda Livre EIRELI,Autopeças independente,Manaus,AM,Bela Vista,2026-05-26,S
778, 39304936653802 ,Mecânica Garra ME,E-commerce de peças,Curitiba,PR,Setor Bueno,2022-02-12,S
779,40868250952294,Auto Center Potência EIRELI,Funilaria e pintura,Rio de Janeiro,RJ,Moema,2026-04-29,S
780,03995297013712,Auto Parts Onix LTDA ME,Oficina mecânica,Manaus,AM,Batel,2025-09-03,S
781,41202706159273,Rede Real S/A,Autopeças independente,São Paulo,SP,Moema,2021-07-18,S
782,06322481554203,Auto Elétrica Bosch Car EIRELI,Retífica de motores,Goiânia,GO,Pinheiros,2024-10-31,S
783,75649157955462,Casa das Peças Max LTDA ME,Retífica de motores,Goiânia,GO,Savassi,2023-04-16,N
784,18.103.068/3176-41,Retífica Brasil S/A,Autopeças independente,São Paulo,SP,Ipanema,2026-02-11,S
785,90150713806713,Mecânica Real LTDA,Funilaria e pintura,Belo Horizonte,MG,Setor Bueno,2024-05-14,S
786, 47436213009625 ,Casa das Peças Brasil LTDA ME,Oficina mecânica,Brasília,DF,Pituba,09/09/2021,N
787,80.533.962/7466-62,Mecânica Bandeirante ME,Retífica de motores,Rio de Janeiro,RJ,Pituba,2024-03-24,N
788,46661459011079,Auto Center Nacional LTDA,Retífica de motores,São Paulo,SP,Asa Sul,2021-12-12,S
789,81949053152049,COMÉRCIO DE PEÇAS LÍDER LTDA ME,E-commerce de peças,Brasília,DF,Pinheiros,2026-04-27,S
790,73.137.971/6698-41,PEÇAS E SERVIÇOS ANHANGUERA LTDA ME,Retífica de motores,Brasília,DF,Jardins,2022-05-14,S
791, 43325623899499 ,Distribuidora Real EIRELI,Auto center,Goiânia,GO,Vila Madalena,2024-01-12,S
792,20.370.878/2116-02,Comércio de Peças Garra LTDA,E-commerce de peças,Campinas,SP,Bela Vista,2024-07-07,S
793,72117088948018,Importadora Nacional ME,E-commerce de peças,Goiânia,GO,Aldeota,2022-06-07,S
794,88.397.857/0820-04,Importadora Diamante ME,Oficina mecânica,Salvador,BA,Pinheiros,2025-12-30,S
795, 96112879429688 ,Comercial Speed LTDA,Rede de autopeças,Porto Alegre,RS,Ipanema,29/10/2023,S
796,41.961.560/7832-74,Casa das Peças Nova Era EIRELI,Oficina mecânica,Rio de Janeiro,RJ,Aldeota,27/07/2021,S
797,62.409.649/6683-49,Comercial Rodovia LTDA ME,E-commerce de peças,Campinas,SP,Higienópolis,2025-12-08,S
798,22593648820893,Comércio de Peças Turbo LTDA ME,Funilaria e pintura,Recife,PE,Asa Sul,2023-03-07,S
799,87.991.609/1141-31,Retífica Pista LTDA,Concessionária,Belo Horizonte,MG,Pituba,2023-04-12,S
800,52.304.588/1650-25,AUTO PEÇAS ONIX LTDA,Auto center,São Paulo,SP,Vila Madalena,2023-02-09,S
801,34.409.661/7718-24,Distribuidora Master LTDA,Autopeças independente,São Paulo,SP,Aldeota,2021-08-26,S
802,14174681359266,Distribuidora Marajó LTDA ME,Funilaria e pintura,Belo Horizonte,MG,Higienópolis,2023-03-09,S
803,69415594501192,AUTO PEÇAS ULTRA LTDA,Oficina mecânica,Brasília,DF,Moema,2026-01-03,S
804,03.988.636/5362-18,Distribuidora Roda Livre LTDA ME,Oficina mecânica,Recife,PE,Jardins,2021-06-03,N
805,94248942046648,Distribuidora Titan LTDA ME,Rede de autopeças,Campinas,SP,Centro,2022-03-26,S
806,56577580974533,Auto Peças Econômica ME,Autopeças independente,Porto Alegre,RS,Ipanema,2021-10-30,S
807,62265401659953,Peças e Serviços Garra ME,Concessionária,Recife,PE,Boa Viagem,2025-11-10,S
808,67.746.259/1601-12,CASA DAS PEÇAS SPEED S/A,Retífica de motores,Fortaleza,CE,Asa Sul,2023-02-04,S
809,60.080.179/8677-82,Auto Peças Nacional EIRELI,Concessionária,Brasília,DF,Centro,2023-07-28,S
810,72642612120384,Auto Parts Anhanguera LTDA ME,Auto center,Porto Alegre,RS,Pinheiros,2023-05-22,S
811,07852548242183,REDE BANDEIRANTE LTDA,E-commerce de peças,Brasília,DF,Vila Madalena,2021-11-05,S
812,54.752.311/2327-48,Centro Automotivo Turbo LTDA ME,Retífica de motores,Campinas,SP,Barra,30/11/2021,S
813,27203886217508,Peças e Serviços Popular ME,Retífica de motores,Campinas,SP,Asa Sul,2024-04-30,S
814,30693588249353,Distribuidora Brasil LTDA ME,Retífica de motores,Campinas,SP,Bela Vista,2026-06-12,S
815,65244454460838,Auto Parts Speed ME,Auto center,Rio de Janeiro,RJ,Higienópolis,2022-08-23,S
816,53.912.878/8486-99,Retífica Diamante LTDA,Concessionária,Campinas,SP,Cambuí,03/06/2021,S
817,27147246301986,AUTO ELÉTRICA BOSCH CAR ME,Funilaria e pintura,Manaus,AM,Boa Viagem,2025-01-14,S
818,91.218.706/2932-88,Auto Center Líder LTDA,Funilaria e pintura,Curitiba,PR,Savassi,2024-05-23,N
819,20.018.676/6100-89,Peças e Serviços Rota LTDA,Auto center,Curitiba,PR,Moema,16/07/2021,S
820,56140384531980,Importadora Potência EIRELI,Concessionária,Curitiba,PR,Cambuí,2021-12-18,S
821,00307620545967,Comércio de Peças Bosch Car LTDA ME,Autopeças independente,Rio de Janeiro,RJ,Moema,02/04/2024,N
822,65.411.340/7851-69,Loja União S/A,Auto center,Campinas,SP,Higienópolis,2023-03-01,S
823,68348268999626,AUTO CENTER ECONÔMICA S/A,Funilaria e pintura,Recife,PE,Savassi,2022-02-04,S
824,79150596257197,Rede Rodovia LTDA,Funilaria e pintura,Campinas,SP,Ipanema,2026-05-02,S
825,89.826.041/8095-21,Comercial do Sul LTDA ME,Oficina mecânica,Campinas,SP,Moema,2022-01-31,S
826,74692118824199,Retífica Aurora ME,Rede de autopeças,Belo Horizonte,MG,Pituba,2022-05-31,S
827,17.045.421/8545-70,Auto Elétrica Marajó ME,Concessionária,Goiânia,GO,Ipanema,18/11/2022,S
828,90016356407232,Distribuidora Master ME,Auto center,São Paulo,SP,Cambuí,2023-02-09,S
829,00.178.822/4731-26,Auto Elétrica Turbo LTDA,Oficina mecânica,Porto Alegre,RS,Ipanema,2024-04-06,S
830,01195092711526,Importadora Pista ME,Autopeças independente,Campinas,SP,Aldeota,2024-03-20,N
831,23.007.169/5007-41,AUTO PEÇAS TURBO EIRELI,E-commerce de peças,Goiânia,GO,Batel,04/11/2021,S
832,76989365294471,Peças e Serviços Brasil ME,Retífica de motores,Brasília,DF,Meireles,2022-05-09,S
833,13104502589632,Comércio de Peças Turbo LTDA ME,E-commerce de peças,Brasília,DF,Barra,2024-04-14,S
834,68.064.860/6739-83,Auto Elétrica Ipê ME,Funilaria e pintura,Belo Horizonte,MG,Barra,2023-04-06,S
835,46280550774065,Importadora Nova Era LTDA ME,Oficina mecânica,Campinas,SP,Boa Viagem,2022-02-25,S
836,90855107409131,Retífica Líder LTDA,Auto center,São Paulo,SP,Centro,15/03/2024,S
837,76022069535412,Comercial Paulista EIRELI,Concessionária,Porto Alegre,RS,Ipanema,2024-08-31,S
838,02601515325947,Auto Elétrica Popular LTDA ME,Autopeças independente,São Paulo,SP,Batel,2025-06-17,S
839,05950310064934,Auto Center Veloz EIRELI,Retífica de motores,Brasília,DF,Jardins,2026-04-16,S
840,08941184913599,Loja Max EIRELI,Oficina mecânica,Recife,PE,Cambuí,2023-09-11,S
841,61006799006968,Auto Center Veloz LTDA,Auto center,Salvador,BA,Barra,2025-10-02,S
842, 42339449530067 ,Auto Parts Central LTDA,Concessionária,Brasília,DF,Ipanema,2022-02-06,S
843,73654262417842,MECÂNICA GUARÁ EIRELI,Concessionária,Rio de Janeiro,RJ,Savassi,2025-03-11,N
844,09060530886843,Comercial Econômica LTDA ME,Retífica de motores,Manaus,AM,Batel,2024-12-29,S
845, 45759887592129 ,Distribuidora Roda Livre ME,Rede de autopeças,São Paulo,SP,Boa Viagem,2022-04-18,S
846,27.558.214/7709-20,Comércio de Peças Speed LTDA,Concessionária,Manaus,AM,Vila Madalena,2025-08-19,S
847,19.215.818/9705-91,Auto Center Guará EIRELI,Rede de autopeças,Belo Horizonte,MG,Higienópolis,2024-12-24,S
848,59772168800537,Auto Center Pista LTDA ME,Funilaria e pintura,Goiânia,GO,Batel,2021-09-02,S
849,72.845.401/8227-20,Auto Peças Onix ME,E-commerce de peças,Goiânia,GO,Batel,2025-04-07,N
850,44.743.281/1659-93,Auto Elétrica Apex ME,Autopeças independente,Rio de Janeiro,RJ,Asa Sul,2024-08-12,S
851,23227752135302,Casa das Peças Garra LTDA ME,Autopeças independente,Manaus,AM,Jardins,2025-08-10,S
852,37775691983210,Importadora Cruzeiro LTDA ME,Retífica de motores,Goiânia,GO,Jardins,2023-10-06,S
853,98310438419662,Loja Nova Era LTDA ME,Funilaria e pintura,Belo Horizonte,MG,Jardins,2023-10-29,S
854,56670636219865,Auto Peças Anhanguera LTDA,E-commerce de peças,Brasília,DF,Vila Madalena,2026-04-19,S
855,49.339.650/4962-73,Importadora Garra LTDA,Rede de autopeças,Curitiba,PR,Batel,2023-12-11,S
856,25854218808799,RETÍFICA GARRA ME,Rede de autopeças,Recife,PE,Moema,2024-02-14,S
857,64.338.532/4725-05,DISTRIBUIDORA BRASIL ME,E-commerce de peças,Goiânia,GO,Ipanema,2025-05-10,S
858,76.054.576/9475-76,REDE PISTA ME,Oficina mecânica,Brasília,DF,Pituba,2023-03-02,S
859,66986163421254,Importadora Anhanguera S/A,Oficina mecânica,Porto Alegre,RS,Cambuí,2024-09-09,S
860,92559664721307,Retífica Bandeirante LTDA ME,Retífica de motores,Recife,PE,Setor Bueno,2025-09-12,N
861,48933261454307,Auto Center Rodovia LTDA,Auto center,Campinas,SP,Savassi,2021-06-29,S
862,52211587184523,Retífica Nacional LTDA ME,E-commerce de peças,Brasília,DF,Bela Vista,2022-08-21,S
863,47017320865237,Importadora Nacional LTDA ME,Rede de autopeças,Porto Alegre,RS,Aldeota,2022-01-28,N
864,00527810558000,Auto Center Titan LTDA,Concessionária,Porto Alegre,RS,Cambuí,2023-10-26,S
865,16094391368172,Auto Center Garra EIRELI,Rede de autopeças,Curitiba,PR,Bela Vista,2025-03-22,S
866,09.297.352/5953-32,AUTO CENTER PISTA ME,Funilaria e pintura,Belo Horizonte,MG,Boa Viagem,2025-11-28,N
867,73532366185076,Comercial Bandeirante ME,Auto center,Salvador,BA,Pituba,2024-02-27,S
868,82.360.107/1261-58,Centro Automotivo Nobre LTDA ME,Concessionária,Rio de Janeiro,RJ,Vila Madalena,2023-06-04,S
869,84.673.574/2233-22,RETÍFICA VELOZ S/A,Autopeças independente,Porto Alegre,RS,Batel,07/10/2023,S
870,92225606295350,Auto Elétrica Apex LTDA,Auto center,Campinas,SP,Asa Sul,2026-06-13,S
871,41307538418520,Retífica Roda Livre S/A,Concessionária,Fortaleza,CE,Pinheiros,2025-09-30,S
872,75.615.470/5549-12,Comércio de Peças Brasil LTDA,Rede de autopeças,Manaus,AM,Cambuí,2024-04-17,S
873,09196939578752,Importadora União EIRELI,Autopeças independente,Porto Alegre,RS,Boa Viagem,01/05/2024,S
874,97.121.241/3936-96,Loja Estrada S/A,Auto center,Rio de Janeiro,RJ,Pituba,2022-01-28,S
875,67.731.922/7607-59,Centro Automotivo Motor LTDA ME,Auto center,Belo Horizonte,MG,Meireles,2021-09-11,S
876,94319165430895,Comércio de Peças Potência S/A,Autopeças independente,Campinas,SP,Centro,27/01/2025,S
877,64.497.470/0026-87,Loja Ipê EIRELI,Rede de autopeças,Fortaleza,CE,Aldeota,2022-06-14,S
878,63.656.045/0063-55,Loja Roda Livre EIRELI,Autopeças independente,Rio de Janeiro,RJ,Boa Viagem,2023-06-08,S
879,11952963530597,Retífica Master ME,Retífica de motores,Fortaleza,CE,Meireles,2025-08-25,S
880,15948989596546,Mecânica Cruzeiro EIRELI,E-commerce de peças,Curitiba,PR,Moema,2025-08-05,S
881,91.699.939/3449-74,CASA DAS PEÇAS MAX LTDA,E-commerce de peças,Porto Alegre,RS,Higienópolis,2023-05-27,S
882,09586297398894,Importadora Central ME,Autopeças independente,Curitiba,PR,Boa Viagem,2024-12-16,S
883,07548534655792,Centro Automotivo União S/A,Autopeças independente,Fortaleza,CE,Setor Bueno,2024-09-11,S
884,29.390.025/1213-75,Retífica Brasil S/A,Rede de autopeças,Rio de Janeiro,RJ,Pituba,2022-06-19,S
885,61993145843456,Casa das Peças Ultra EIRELI,Funilaria e pintura,Brasília,DF,Meireles,2024-11-14,S
886,36.220.334/7424-63,Comércio de Peças Master LTDA ME,Auto center,Belo Horizonte,MG,Pinheiros,2025-04-26,S
887,00852946902177,Comercial Bosch Car ME,Funilaria e pintura,Brasília,DF,Jardins,2025-05-28,S
888,50.228.946/6527-52,Auto Center Marajó LTDA,Concessionária,Brasília,DF,Batel,2026-02-15,S
889,13303033467711,Comercial Apex LTDA ME,Oficina mecânica,Goiânia,GO,Pituba,2022-04-09,S
890,53024530123984,Comércio de Peças Guará LTDA,Funilaria e pintura,Salvador,BA,Setor Bueno,2024-09-30,S
891,01.722.240/5076-48,Mecânica Econômica LTDA ME,Retífica de motores,Goiânia,GO,Asa Sul,2022-01-28,S
892,92406583872725,AUTO PEÇAS VITÓRIA EIRELI,Retífica de motores,Goiânia,GO,Cambuí,2021-11-01,S
893,44.823.733/7912-12,Auto Peças Nacional S/A,Retífica de motores,Brasília,DF,Ipanema,19/10/2024,S
894,69017074039251,Auto Center Nacional LTDA,Concessionária,Brasília,DF,Boa Viagem,2023-04-05,S
895,64338722054221,Loja Turbo LTDA ME,E-commerce de peças,Fortaleza,CE,Meireles,2025-07-26,S
896, 08334447048878 ,Auto Parts Speed LTDA,Autopeças independente,Manaus,AM,Centro,01/06/2021,S
897,68519537749266,Loja Ultra EIRELI,Oficina mecânica,Goiânia,GO,Pituba,2026-05-06,S
898,25920616581292,Rede Apex EIRELI,Concessionária,Belo Horizonte,MG,Cambuí,2024-07-07,S
899,30.295.596/3637-26,CENTRO AUTOMOTIVO AURORA LTDA,E-commerce de peças,Recife,PE,Moema,2023-09-15,S
900,98085133138004,Auto Parts Roda Livre LTDA,Funilaria e pintura,Porto Alegre,RS,Moema,2021-06-14,S
901,12.154.815/8268-68,Importadora Apex S/A,E-commerce de peças,Belo Horizonte,MG,Cambuí,2021-11-14,S
902,06442006298778,Casa das Peças Nova Era LTDA ME,Oficina mecânica,Brasília,DF,Pinheiros,2025-07-19,S
903,19623421926221,Casa das Peças Marajó ME,Retífica de motores,Manaus,AM,Higienópolis,2025-07-10,S
904,47891179726999,Loja Turbo S/A,Retífica de motores,Rio de Janeiro,RJ,Savassi,2023-02-11,S
905,03.666.020/0053-28,Distribuidora Brasil EIRELI,Funilaria e pintura,São Paulo,SP,Cambuí,11/10/2025,S
906,38.380.582/6929-90,Centro Automotivo Prime LTDA ME,Rede de autopeças,Porto Alegre,RS,Barra,2024-05-02,S
907,38963376185186,Retífica Onix S/A,Retífica de motores,Brasília,DF,Savassi,2023-09-05,N
908,32823392188352,Peças e Serviços Bosch Car EIRELI,Retífica de motores,Rio de Janeiro,RJ,Centro,2022-01-31,S
909,76.106.592/0881-43,Peças e Serviços Potência LTDA ME,Auto center,Fortaleza,CE,Bela Vista,2024-04-01,S
910,96.983.845/7202-66,Centro Automotivo Roda Livre ME,Rede de autopeças,Salvador,BA,Ipanema,2022-08-09,S
911,25734989925539,Auto Elétrica Estrada ME,Autopeças independente,Rio de Janeiro,RJ,Centro,2023-02-21,S
912,72.966.941/7996-70,Importadora Nova Era EIRELI,Auto center,Campinas,SP,Setor Bueno,03/05/2026,S
913,83.984.167/3478-53,Loja Anhanguera S/A,Retífica de motores,Rio de Janeiro,RJ,Asa Sul,2022-06-08,S
914,92860521026270,Importadora Guará ME,Autopeças independente,São Paulo,SP,Asa Sul,2022-06-12,S
915, 30889830574883 ,Centro Automotivo Nova Era LTDA ME,Retífica de motores,Rio de Janeiro,RJ,Barra,2022-01-05,N
916,50.003.056/6199-53,PEÇAS E SERVIÇOS POTÊNCIA LTDA,Oficina mecânica,Fortaleza,CE,Meireles,2024-07-28,S
917,46.790.870/1872-60,Casa das Peças Econômica LTDA,Rede de autopeças,Brasília,DF,Setor Bueno,2025-03-28,S
918,29906745686524,Importadora Popular EIRELI,Concessionária,Porto Alegre,RS,Vila Madalena,2024-06-14,S
919,56222190533470,Auto Parts Aurora S/A,Auto center,Belo Horizonte,MG,Cambuí,2023-03-22,S
920,96.521.383/5071-24,Auto Elétrica Motor S/A,Funilaria e pintura,Curitiba,PR,Barra,2022-10-20,S
921,21173277264883,Mecânica Fênix ME,Oficina mecânica,Campinas,SP,Setor Bueno,23/09/2022,S
922,25161857591710,Auto Elétrica Popular S/A,Autopeças independente,Salvador,BA,Aldeota,2022-10-14,S
923,73535247841715,Auto Parts Econômica EIRELI,Auto center,Porto Alegre,RS,Meireles,2021-05-31,N
924,78803318361133,Casa das Peças Bosch Car S/A,Concessionária,Curitiba,PR,Higienópolis,2021-09-30,S
925, 15278730486251 ,Loja Turbo ME,E-commerce de peças,Brasília,DF,Barra,2025-11-30,S
926,01891567344671,Mecânica Anhanguera LTDA ME,Rede de autopeças,Brasília,DF,Moema,2021-12-25,S
927,36299946645099,Auto Peças Cruzeiro LTDA,Autopeças independente,Curitiba,PR,Higienópolis,2021-06-12,S
928,90835211896844,Auto Center Estrada S/A,Rede de autopeças,Curitiba,PR,Aldeota,2023-09-19,S
929,28575958281902,Auto Peças Garra S/A,Auto center,Fortaleza,CE,Moema,2026-04-21,S
930, 88397170598445 ,LOJA BOSCH CAR ME,Funilaria e pintura,Porto Alegre,RS,Pinheiros,2024-02-12,S
931,12303885681193,Peças e Serviços Estrada S/A,Retífica de motores,Rio de Janeiro,RJ,Centro,2021-11-30,S
932, 92177905528669 ,REDE TITAN S/A,Retífica de motores,Goiânia,GO,Centro,2025-09-18,S
933,05.326.011/9391-03,Auto Peças União EIRELI,Auto center,Fortaleza,CE,Barra,2026-04-11,S
934,90858181045024,Mecânica Rodovia EIRELI,Funilaria e pintura,São Paulo,SP,Bela Vista,2023-06-25,S
935,62.713.589/6933-53,Auto Parts Popular LTDA ME,Oficina mecânica,Recife,PE,Setor Bueno,01/05/2024,S
936, 15663979255116 ,Centro Automotivo Central S/A,Autopeças independente,Curitiba,PR,Pituba,2026-05-22,S
937,02896660534281,Importadora Central LTDA,E-commerce de peças,Fortaleza,CE,Savassi,21/07/2022,S
938, 75358464051038 ,Retífica Prime ME,Funilaria e pintura,Manaus,AM,Meireles,2026-01-16,S
939,14.447.189/3953-09,AUTO ELÉTRICA MASTER LTDA ME,Autopeças independente,Brasília,DF,Centro,2022-05-12,S
940,88498745513587,Peças e Serviços Guará ME,Retífica de motores,Belo Horizonte,MG,Vila Madalena,28/11/2023,S
941,11.640.343/9881-87,Mecânica Master S/A,Auto center,Brasília,DF,Barra,2023-07-09,S
942,77041309091538,Comercial Ouro LTDA ME,Concessionária,Porto Alegre,RS,Asa Sul,2022-04-27,S
943,41231905772044,Peças e Serviços Paulista ME,E-commerce de peças,São Paulo,SP,Ipanema,2026-01-20,S
944,81.097.941/2248-70,Auto Peças Pista LTDA ME,Rede de autopeças,Curitiba,PR,Boa Viagem,2021-07-17,S
945,42.240.432/6118-90,Peças e Serviços Master ME,Rede de autopeças,Fortaleza,CE,Centro,2025-09-27,S
946,72020095366219,Comercial do Sul LTDA ME,Autopeças independente,Recife,PE,Cambuí,2026-03-11,N
947,73.259.007/3971-30,Peças e Serviços Real LTDA ME,Retífica de motores,Rio de Janeiro,RJ,Bela Vista,2024-12-05,S
948,67.221.045/4617-19,Mecânica Fortaleza LTDA ME,Retífica de motores,Rio de Janeiro,RJ,Barra,25/09/2023,S
949,34422521602523,Loja Brasil S/A,Concessionária,Belo Horizonte,MG,Aldeota,27/02/2023,S
950,26903265513276,Rede Guará LTDA,E-commerce de peças,Fortaleza,CE,Batel,24/03/2024,S
951,59.851.602/1191-58,Mecânica Brasil S/A,Retífica de motores,Salvador,BA,Setor Bueno,2021-05-30,S
952,64.786.862/3760-08,Rede Paulista S/A,Auto center,Brasília,DF,Aldeota,2021-09-21,S
953, 19190749921640 ,Comercial Max ME,Funilaria e pintura,Brasília,DF,Cambuí,2024-05-21,S
954,84864708213986,Distribuidora Max ME,Concessionária,Porto Alegre,RS,Boa Viagem,2022-11-19,S
955,72055033000088,Auto Center Estrada S/A,Rede de autopeças,Manaus,AM,Centro,26/06/2025,N
956,99.114.160/0916-92,Mecânica Titan S/A,Funilaria e pintura,Brasília,DF,Aldeota,2026-01-20,S
957,06085481867463,Comercial Onix ME,E-commerce de peças,Goiânia,GO,Savassi,05/05/2026,S
958,71181519854582,Mecânica Speed ME,E-commerce de peças,Curitiba,PR,Centro,2021-06-15,N
959,53466075699944,Casa das Peças Fênix LTDA ME,E-commerce de peças,Curitiba,PR,Jardins,2021-05-29,S
960,24.028.182/2387-94,Mecânica Motor EIRELI,Concessionária,Brasília,DF,Moema,06/10/2025,S
961,52735364235700,Casa das Peças Fênix S/A,Retífica de motores,Manaus,AM,Savassi,2026-05-28,S
962,61.255.904/6100-79,Auto Center Ultra LTDA,Rede de autopeças,Campinas,SP,Higienópolis,2025-05-29,S
963,71012329615120,Centro Automotivo Ultra LTDA ME,Oficina mecânica,Belo Horizonte,MG,Cambuí,2023-03-10,S
964,44.604.227/6346-01,Centro Automotivo Nobre ME,Autopeças independente,Manaus,AM,Setor Bueno,2024-03-05,S
965, 43586176822512 ,Comércio de Peças Veloz LTDA,Concessionária,Belo Horizonte,MG,Vila Madalena,2022-02-05,S
966,56224197687849,Auto Elétrica Veloz S/A,Retífica de motores,Recife,PE,Meireles,2023-01-10,S
967,61.848.974/2235-43,Comercial Onix LTDA,Rede de autopeças,São Paulo,SP,Cambuí,2025-11-04,S
968,49525492064411,Auto Center Roda Livre S/A,Auto center,Recife,PE,Batel,2024-02-07,S
969,63.435.948/8218-84,Auto Elétrica Turbo LTDA,Rede de autopeças,São Paulo,SP,Savassi,2022-04-26,S
970,21254341230160,Distribuidora Ouro LTDA ME,Rede de autopeças,São Paulo,SP,Bela Vista,2022-12-05,S
971,32.031.978/9990-11,Mecânica Econômica LTDA,Funilaria e pintura,São Paulo,SP,Pituba,2024-09-14,S
972,78601625908419,Comércio de Peças Bandeirante EIRELI,Auto center,Goiânia,GO,Savassi,2023-01-27,N
973, 53582107288780 ,Auto Center Bosch Car LTDA ME,Autopeças independente,Fortaleza,CE,Vila Madalena,2025-12-24,S
974,88.197.223/9964-77,Peças e Serviços Paulista LTDA,Auto center,São Paulo,SP,Vila Madalena,2023-12-29,S
975,02.480.855/7800-24,Loja Diamante ME,Funilaria e pintura,Rio de Janeiro,RJ,Savassi,2025-01-17,S
976,69.685.746/7067-51,Importadora Estrada EIRELI,Retífica de motores,São Paulo,SP,Batel,2022-03-22,S
977,16.426.107/0335-08,Distribuidora Turbo LTDA,Concessionária,São Paulo,SP,Barra,2023-03-23,S
978,84.813.004/1691-05,Centro Automotivo Ultra LTDA ME,Oficina mecânica,Porto Alegre,RS,Higienópolis,2024-12-13,S
979,46.339.534/8110-50,Mecânica Nova Era EIRELI,E-commerce de peças,Manaus,AM,Batel,2024-01-03,S
980,61.573.855/1281-77,Auto Parts Fênix EIRELI,Concessionária,Goiânia,GO,Pituba,2022-10-28,S
981,54260972360244,Mecânica Veloz LTDA ME,Oficina mecânica,Salvador,BA,Jardins,2022-03-25,S
982,10730871564783,Distribuidora Pista LTDA ME,Autopeças independente,Fortaleza,CE,Barra,21/12/2021,S
983,74.148.572/6029-25,Auto Parts Prime LTDA ME,Rede de autopeças,Belo Horizonte,MG,Aldeota,2023-03-20,S
984,40766420763271,RETÍFICA FORTALEZA LTDA ME,Funilaria e pintura,Brasília,DF,Batel,2023-07-07,S
985,38.687.906/0488-69,Auto Peças Guará LTDA,Oficina mecânica,Belo Horizonte,MG,Centro,2025-08-09,S
986,27396159764053,Retífica Apex S/A,Autopeças independente,Goiânia,GO,Aldeota,2022-11-13,S
987,54261903842273,Importadora Ouro ME,Concessionária,Salvador,BA,Boa Viagem,2022-05-31,S
